,CashbackAmount,Tenure,CityTier,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,PreferredPaymentMode,PreferedOrderCat,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
4075,211.28,8.0,3,20.0,4,3,3,0,0.0,3,0,0,1,0,1,0
5309,165.66,1.0,1,26.0,5,5,3,0,8.0,6,4,0,1,0,1,0
1021,147.24,7.0,1,16.0,1,1,2,0,2.0,4,2,0,1,0,1,0
136,152.49,11.0,3,8.0,4,2,4,0,5.0,4,2,0,1,1,0,0
5067,307.13,18.0,3,12.0,4,4,9,0,11.0,5,5,0,1,0,1,0
3213,157.21,24.0,1,35.0,3,3,3,1,9.0,3,4,0,1,1,0,0
5337,257.69,24.0,1,24.0,5,5,7,0,12.0,4,0,1,0,0,1,0
2078,154.72,0.0,1,8.0,1,1,2,0,3.0,3,2,0,1,0,1,0
3154,199.91,11.0,1,7.0,4,2,6,0,3.0,2,0,1,0,0,0,1
3557,303.56,24.0,1,9.0,4,5,4,0,3.0,3,1,1,0,1,0,0
2654,146.84,0.0,3,16.0,3,1,2,0,2.0,3,2,0,1,0,0,1
4615,286.84,7.0,1,7.0,2,3,6,0,6.0,3,1,1,0,0,1,0
476,150.94,13.0,1,22.0,4,3,7,0,0.0,3,2,0,1,0,0,1
4538,178.04,1.0,3,26.0,2,1,10,1,5.0,5,2,0,1,0,0,1
3181,181.79,17.0,1,16.0,4,3,5,1,8.0,3,2,0,1,0,1,0
686,173.51,11.0,3,8.0,3,4,8,0,0.0,5,0,0,1,0,0,1
4506,185.32,15.0,1,13.0,5,4,8,1,3.0,3,2,0,1,0,0,1
2588,197.56,18.0,2,10.0,5,3,5,0,3.0,4,0,1,0,0,1,0
3984,193.7,15.0,1,12.0,2,4,5,0,3.0,4,2,0,1,0,0,1
1859,133.48,0.0,1,9.0,3,5,2,1,7.0,4,3,0,1,0,0,1
1682,139.83,2.0,1,15.0,4,1,1,0,2.0,6,4,0,1,0,0,1
991,295.86,28.0,3,32.0,4,1,2,0,13.0,5,5,0,1,0,1,0
1533,195.47,7.0,1,8.0,4,3,2,0,9.0,4,2,0,1,0,1,0
4670,232.25,28.0,2,26.0,4,4,4,0,2.0,3,0,0,1,0,1,0
3814,207.37,13.0,3,13.0,2,3,4,0,7.0,3,0,0,1,0,1,0
1429,143.25,7.0,1,6.0,3,4,2,0,3.0,3,2,0,1,0,1,0
3628,148.72,31.0,1,30.0,4,3,3,0,3.0,4,4,0,1,0,1,0
1256,121.44,0.0,1,22.0,3,3,2,0,4.0,0,3,0,1,0,0,1
233,166.53,9.0,3,6.0,3,2,5,0,0.0,3,2,1,0,0,0,1
1495,156.05,13.0,1,32.0,3,4,2,0,13.0,3,2,1,0,0,1,0
4752,292.52,21.0,1,9.0,4,1,3,1,1.0,6,1,1,0,0,1,0
4742,167.44,14.0,1,9.0,2,4,3,0,8.0,3,2,1,0,0,1,0
4907,193.61,12.0,3,10.0,4,1,10,1,1.0,4,2,0,1,0,0,1
930,270.07,7.0,1,21.0,3,5,8,0,9.0,3,1,0,1,0,1,0
3785,177.07,7.0,1,35.0,4,3,3,1,8.0,4,2,0,1,0,1,0
2138,122.07,0.0,1,21.0,3,3,2,0,2.0,4,3,0,1,0,1,0
3667,145.29,8.0,1,33.0,5,3,3,0,1.0,1,4,1,0,0,1,0
73,165.53,11.0,1,8.0,3,3,10,0,0.0,4,2,0,1,1,0,0
4487,177.38,3.0,3,10.0,4,3,6,1,1.0,3,2,1,0,0,1,0
1567,221.85000000000002,10.0,1,17.0,3,1,2,1,0.0,6,0,0,1,0,1,0
5017,154.36,8.0,1,17.0,4,3,3,1,3.0,4,4,0,1,0,0,1
780,261.24,2.0,1,6.0,4,2,4,0,7.0,4,1,1,0,0,1,0
1953,151.6,18.0,3,8.0,3,1,5,0,3.0,3,2,0,1,0,0,1
292,280.41,13.0,3,8.0,3,3,1,0,12.0,4,5,1,0,1,0,0
1577,122.66999999999999,0.0,2,12.0,3,3,9,0,2.0,0,3,0,1,0,1,0
4863,181.66,12.0,3,17.0,4,1,3,1,4.0,1,2,1,0,0,0,1
4112,151.6,9.0,1,18.0,4,3,9,1,3.0,3,4,0,1,0,1,0
5295,300.67,20.0,3,8.0,2,5,3,0,13.0,4,1,0,1,0,0,1
4594,231.48000000000002,5.0,1,16.0,4,4,3,0,9.0,4,0,0,1,0,1,0
2057,134.52,6.0,1,19.0,3,1,4,0,2.0,4,3,1,0,0,0,1
701,128.44,11.0,2,6.0,1,3,2,0,0.0,6,3,0,1,1,0,0
1528,136.9,23.0,1,6.0,4,3,3,0,2.0,3,4,0,1,0,1,0
2965,261.03,11.0,1,7.0,4,2,4,1,3.0,3,0,1,0,0,1,0
3407,153.11,1.0,1,23.0,4,4,11,0,3.0,1,4,1,0,1,0,0
310,236.10000000000002,0.0,1,21.0,3,3,8,1,7.0,3,0,0,1,1,0,0
1879,248.14,26.0,1,13.0,1,3,4,0,3.0,4,1,0,1,0,1,0
1433,141.52,3.0,1,8.0,4,1,2,0,8.0,4,2,0,1,0,1,0
4355,160.64,11.0,1,28.0,2,5,3,1,8.0,4,4,0,1,0,1,0
3636,215.94,4.0,3,32.0,5,4,4,1,0.0,5,0,0,1,0,0,1
3715,166.62,1.0,3,11.0,4,3,3,1,4.0,3,2,1,0,1,0,0
2092,168.61,11.0,3,9.0,3,1,9,1,0.0,4,2,0,1,0,0,1
3593,191.23,3.0,1,14.0,4,2,3,1,1.0,4,2,0,1,0,1,0
242,204.96,23.0,1,16.0,4,2,7,0,3.0,2,0,0,1,0,0,1
807,133.39,0.0,1,13.0,3,3,4,1,7.0,1,3,1,0,0,1,0
547,162.44,15.0,3,20.0,4,3,8,0,3.0,3,2,1,0,0,0,1
771,168.12,4.0,1,30.0,4,5,2,0,8.0,3,2,1,0,0,0,1
1699,147.36,3.0,3,31.0,3,3,8,1,2.0,1,2,1,0,0,1,0
5483,152.06,2.0,2,8.0,4,1,3,0,3.0,4,4,0,1,0,1,0
3293,147.74,19.0,1,9.0,5,3,3,0,1.0,4,4,1,0,0,0,1
5487,257.25,20.0,3,10.0,2,5,4,0,9.0,2,1,1,0,0,1,0
3096,204.69,26.0,1,10.0,5,3,4,1,5.0,3,0,0,1,1,0,0
3064,177.53,2.0,3,16.0,4,2,3,0,8.0,4,2,0,1,0,0,1
4037,163.86,10.0,2,9.0,5,1,3,0,9.0,6,2,0,1,0,0,1
963,148.41,15.0,1,8.0,4,4,5,0,0.0,3,4,0,1,0,1,0
849,150.71,0.0,3,8.0,5,2,4,0,0.0,4,2,0,1,0,0,1
816,146.27,3.0,1,12.0,4,2,1,0,7.0,1,2,1,0,1,0,0
209,136.97,18.0,1,14.0,3,2,10,0,8.0,6,2,0,1,1,0,0
4117,149.06,14.0,1,7.0,4,1,10,0,1.0,4,4,0,1,0,1,0
786,111.18,0.0,3,30.0,5,2,2,1,0.0,4,4,0,1,0,0,1
3388,171.01,9.0,3,25.0,4,3,3,0,1.0,3,2,1,0,1,0,0
1538,120.88999999999999,0.0,1,13.0,1,1,5,0,2.0,0,3,0,1,0,1,0
649,267.56,28.0,1,8.0,4,5,8,0,2.0,3,1,0,1,0,0,1
3832,182.69,19.0,1,12.0,6,5,3,1,5.0,3,2,1,0,0,0,1
1978,123.41999999999999,9.0,2,14.0,4,5,1,0,3.0,4,3,0,1,0,1,0
4862,197.64,4.0,3,15.0,4,3,7,0,8.0,6,0,0,1,0,1,0
428,123.41999999999999,13.0,1,14.0,4,2,1,1,3.0,0,3,1,0,0,0,1
4480,169.78,1.0,3,9.0,4,3,3,1,5.0,4,2,0,1,0,0,1
901,192.04,5.0,3,13.0,3,2,5,0,3.0,5,2,0,1,1,0,0
4427,165.0,1.0,1,12.0,2,5,3,0,6.0,4,2,0,1,0,1,0
1829,154.6,4.0,3,12.0,1,1,5,0,7.0,3,2,0,1,0,1,0
399,186.21,7.0,1,15.0,4,4,2,0,7.0,3,0,1,0,0,0,1
3116,150.64,4.0,1,9.0,4,2,2,0,8.0,3,4,1,0,0,0,1
572,121.57,0.0,3,26.0,3,2,2,0,2.0,2,3,1,0,1,0,0
4518,191.53,10.0,3,7.0,4,1,6,0,1.0,3,2,1,0,0,0,1
3532,150.15,1.0,1,19.0,4,2,3,1,1.0,4,4,1,0,1,0,0
1066,154.76,4.0,3,11.0,3,1,2,0,2.0,4,2,1,0,0,1,0
5386,159.33,6.0,1,17.0,4,3,8,0,4.0,4,4,0,1,0,1,0
4456,139.2,1.0,1,10.0,4,3,3,0,1.0,4,4,0,1,0,0,1
4250,260.03,14.0,1,7.0,5,4,3,0,12.0,4,1,0,1,0,1,0
614,142.27,0.0,1,8.0,3,2,1,0,2.0,4,2,1,0,1,0,0
733,286.06,26.0,1,13.0,3,3,4,0,7.0,3,5,1,0,0,1,0
1705,167.55,30.0,1,6.0,3,3,3,0,2.0,3,2,0,1,0,1,0
2887,177.65,16.0,1,28.0,4,3,4,0,3.0,3,2,1,0,0,1,0
5502,222.13,8.0,3,11.0,4,1,4,1,0.0,4,0,0,1,0,1,0
4672,145.45,1.0,1,10.0,5,1,2,0,2.0,3,4,0,1,0,0,1
696,231.2,22.0,3,14.0,4,4,7,0,0.0,2,1,0,1,1,0,0
474,121.43,0.0,2,19.0,3,4,4,0,4.0,6,3,0,1,1,0,0
3665,261.95,19.0,3,20.0,2,3,8,1,9.0,5,1,0,1,0,0,1
1935,216.91000000000003,6.0,1,13.0,3,3,1,0,0.0,3,0,0,1,0,1,0
3365,148.29,5.0,3,14.0,5,3,5,0,3.0,4,4,0,1,1,0,0
4891,151.0,1.0,1,18.0,5,5,3,1,1.0,3,4,1,0,0,0,1
1297,126.6,8.0,1,17.0,3,3,8,1,2.0,0,3,0,1,0,1,0
4618,234.32,14.0,3,35.0,6,5,5,0,2.0,6,0,0,1,0,1,0
4132,172.87,1.0,1,7.0,4,1,11,1,3.0,3,4,0,1,0,1,0
3398,175.79,10.0,3,15.0,4,2,6,0,8.0,1,2,0,1,0,1,0
3332,153.99,12.0,3,16.0,5,4,2,0,3.0,5,4,0,1,1,0,0
626,163.47,23.0,3,6.0,3,3,1,0,13.0,4,2,1,0,1,0,0
3083,190.38,8.0,3,11.0,4,3,11,0,3.0,5,2,1,0,1,0,0
1667,150.55,5.0,1,8.0,1,1,8,0,7.0,3,2,1,0,0,0,1
509,141.94,0.0,3,9.0,3,5,2,1,3.0,6,2,0,1,1,0,0
4359,187.61,12.0,1,36.0,4,1,5,0,8.0,1,2,0,1,0,1,0
4853,228.25,1.0,3,10.0,5,1,3,1,0.0,4,0,0,1,0,1,0
4951,220.82,1.0,3,11.0,4,5,2,1,0.0,2,0,0,1,0,0,1
2800,128.09,13.0,1,8.0,4,3,3,0,2.0,4,3,0,1,0,0,1
2529,274.26,27.0,1,28.0,3,3,4,0,7.0,3,1,1,0,0,1,0
2260,126.25,0.0,1,14.0,4,3,2,0,2.0,4,3,1,0,0,0,1
3322,150.15,16.0,1,9.0,4,2,7,1,3.0,3,4,0,1,0,0,1
5237,148.62,1.0,1,8.0,5,5,8,0,8.0,1,4,0,1,0,0,1
2804,140.25,2.0,1,19.0,4,4,5,1,3.0,6,2,0,1,0,1,0
1979,141.94,0.0,3,9.0,3,5,2,1,3.0,6,2,0,1,0,1,0
3962,162.02,12.0,1,13.0,5,3,3,0,5.0,6,4,1,0,0,1,0
2763,153.21,11.0,1,12.0,4,3,3,0,7.0,4,2,0,1,0,1,0
496,162.01,9.0,3,6.0,3,2,2,1,11.0,4,2,0,1,1,0,0
787,128.75,0.0,1,10.0,3,2,2,1,2.0,4,3,0,1,0,0,1
2905,260.91,15.0,3,13.0,4,2,5,1,1.0,4,0,1,0,0,0,1
4191,189.65,18.0,1,17.0,4,1,4,1,4.0,6,2,0,1,0,1,0
197,150.55,5.0,1,8.0,2,2,8,0,7.0,3,2,1,0,0,0,1
258,122.44,0.0,1,17.0,3,4,2,0,2.0,0,3,1,0,1,0,0
2864,175.06,19.0,3,11.0,4,5,6,1,4.0,4,2,1,0,0,1,0
1473,125.22999999999999,0.0,1,14.0,3,1,1,0,1.0,1,3,0,1,0,1,0
1114,152.38,4.0,1,30.0,3,1,3,0,4.0,1,2,1,0,0,0,1
3467,139.16,1.0,1,17.0,5,5,3,0,1.0,4,4,1,0,0,0,1
694,132.01,1.0,1,8.0,4,4,1,0,4.0,4,3,0,1,1,0,0
161,131.61,7.0,1,30.0,3,3,4,1,0.0,4,3,0,1,0,1,0
752,173.79,19.0,1,8.0,3,2,3,0,4.0,1,2,0,1,0,1,0
4028,135.81,1.0,3,16.0,4,1,3,0,1.0,3,4,0,1,0,0,1
25,142.0,0.0,1,15.0,3,5,8,0,4.0,3,4,1,0,0,0,1
1357,129.11,4.0,1,32.0,3,3,2,0,3.0,4,3,0,1,0,1,0
2070,137.43,0.0,1,20.0,4,4,2,1,2.0,6,4,0,1,0,1,0
2389,166.51,22.0,1,11.0,3,3,3,0,2.0,1,2,0,1,0,1,0
1621,219.95999999999998,8.0,1,28.0,1,4,8,0,0.0,4,0,1,0,0,1,0
1517,120.88,0.0,1,9.0,3,4,5,0,2.0,0,3,0,1,0,0,1
975,124.30000000000001,8.0,3,14.0,4,3,1,0,2.0,4,3,1,0,0,1,0
1267,152.04,8.0,3,13.0,3,1,2,1,9.0,4,2,1,0,0,1,0
2344,267.99,15.0,2,16.0,3,5,1,0,9.0,6,1,1,0,0,1,0
5098,148.72,31.0,1,30.0,4,3,3,0,3.0,4,4,0,1,0,1,0
500,207.61,18.0,3,15.0,3,5,5,1,2.0,5,0,0,1,0,1,0
5421,183.11,12.0,1,25.0,6,1,5,1,1.0,3,2,0,1,0,1,0
3934,174.68,4.0,1,9.0,5,5,2,0,8.0,1,4,1,0,0,0,1
117,130.72,14.0,1,25.0,3,5,3,0,0.0,4,2,0,1,0,1,0
1570,121.77000000000001,0.0,1,9.0,4,1,4,0,0.0,4,3,0,1,0,1,0
4609,162.55,13.0,1,15.0,4,3,3,0,8.0,4,4,1,0,0,1,0
373,127.72999999999999,0.0,1,12.0,3,3,1,0,2.0,0,3,0,1,1,0,0
1598,165.45,15.0,1,23.0,1,5,4,1,2.0,4,2,1,0,0,0,1
1332,120.00999999999999,0.0,1,8.0,3,3,3,0,2.0,0,3,1,0,0,1,0
51,125.0,6.0,1,14.0,3,2,1,0,2.0,4,3,0,1,0,0,1
254,266.59,28.0,1,8.0,3,2,3,1,2.0,4,1,1,0,0,0,1
756,149.98,5.0,1,8.0,3,3,5,1,7.0,4,2,1,0,0,0,1
1525,139.29,4.0,1,18.0,3,1,9,1,2.0,3,4,1,0,0,1,0
5228,150.61,1.0,1,9.0,5,5,9,0,1.0,3,4,0,1,0,0,1
5556,229.48,17.0,3,31.0,4,5,8,1,0.0,4,0,0,1,0,0,1
4023,198.14,10.0,3,17.0,4,4,7,0,8.0,4,0,1,0,0,1,0
4444,172.41,1.0,1,18.0,4,5,3,1,4.0,3,2,0,1,0,1,0
4412,148.4,3.0,1,22.0,4,1,3,0,6.0,4,4,0,1,0,0,1
2807,220.31,12.0,3,30.0,4,1,1,0,0.0,5,1,1,0,0,1,0
2866,150.0,7.0,1,9.0,4,2,2,0,3.0,4,4,0,1,0,0,1
2755,156.77,13.0,3,8.0,3,4,4,0,10.0,5,2,1,0,0,1,0
4669,202.25,7.0,1,13.0,4,1,5,0,8.0,4,2,0,1,0,1,0
2650,168.54,27.0,1,13.0,3,1,5,0,7.0,3,2,1,0,0,1,0
954,183.76,12.0,1,12.0,3,4,5,0,2.0,4,0,1,0,0,0,1
3952,149.37,7.0,1,24.0,5,3,11,1,1.0,1,4,0,1,0,1,0
5100,164.04,3.0,1,30.0,4,5,2,0,4.0,3,4,0,1,0,0,1
2043,146.01,8.0,3,24.0,3,3,2,0,0.0,3,2,1,0,0,1,0
5283,186.42,9.0,1,17.0,4,3,5,1,5.0,3,2,1,0,0,0,1
4802,153.99,12.0,3,16.0,5,4,2,0,3.0,5,4,0,1,0,1,0
3222,174.6,21.0,3,21.0,4,5,4,0,8.0,5,2,0,1,0,0,1
2930,147.32,13.0,1,7.0,4,3,9,0,3.0,3,4,1,0,0,1,0
4044,150.87,20.0,1,31.0,4,1,3,0,1.0,4,4,0,1,0,0,1
5401,221.1,6.0,3,26.0,6,3,5,0,0.0,4,0,0,1,0,1,0
3750,156.72,1.0,1,16.0,4,5,4,1,1.0,3,4,0,1,0,0,1
3640,223.52,5.0,3,9.0,4,3,3,1,0.0,4,0,1,0,0,1,0
2383,154.86,21.0,3,13.0,3,5,5,0,2.0,5,2,0,1,0,1,0
2245,136.92,9.0,1,9.0,3,4,2,0,7.0,1,4,0,1,0,1,0
33,208.55,13.0,3,10.0,4,2,8,0,11.0,5,0,0,1,1,0,0
2436,143.2,6.0,1,31.0,4,4,2,0,2.0,4,2,0,1,0,0,1
3411,264.73,24.0,1,31.0,4,3,5,1,6.0,4,1,0,1,1,0,0
1295,127.82,14.0,1,6.0,3,1,4,0,0.0,4,3,0,1,0,1,0
3793,189.39,22.0,3,23.0,4,3,10,0,8.0,4,2,1,0,0,1,0
2460,129.72,7.0,1,13.0,3,1,2,0,0.0,0,3,0,1,0,0,1
186,152.1,18.0,1,13.0,3,5,2,0,11.0,4,0,0,1,0,1,0
2820,164.19,1.0,1,23.0,6,5,3,1,8.0,4,4,1,0,0,0,1
3701,217.78,10.0,3,10.0,4,4,5,1,0.0,5,2,1,0,0,0,1
5399,177.38,5.0,1,31.0,4,1,4,0,5.0,1,2,1,0,0,0,1
3450,200.25,27.0,3,9.0,5,4,4,0,13.0,5,0,1,0,1,0,0
911,137.22,0.0,1,8.0,3,1,7,1,2.0,4,4,0,1,1,0,0
2086,283.03,0.0,3,11.0,3,3,7,0,0.0,5,5,0,1,0,1,0
2027,123.32,5.0,1,14.0,4,4,7,0,2.0,4,3,1,0,0,1,0
3751,145.33,1.0,3,20.0,4,4,3,0,1.0,4,4,1,0,1,0,0
3523,150.39,1.0,1,13.0,5,3,3,0,3.0,4,4,0,1,1,0,0
4340,164.29,5.0,1,19.0,4,1,10,1,3.0,3,4,1,0,0,1,0
2627,131.43,6.0,1,14.0,1,5,7,0,6.0,4,3,0,1,0,1,0
5496,151.62,29.0,1,9.0,5,1,10,0,5.0,1,4,0,1,0,1,0
858,166.87,7.0,1,8.0,3,2,2,0,11.0,1,2,1,0,0,0,1
1554,193.96,19.0,1,6.0,3,5,8,0,3.0,3,0,0,1,0,1,0
2121,123.22999999999999,0.0,3,14.0,3,1,2,1,2.0,5,3,1,0,0,0,1
3714,296.69,21.0,1,9.0,4,3,5,0,7.0,3,1,1,0,1,0,0
4630,149.0,1.0,3,31.0,4,1,2,0,2.0,3,4,0,1,0,1,0
4852,192.25,6.0,1,10.0,4,5,3,0,4.0,3,2,1,0,0,1,0
4908,174.69,1.0,3,36.0,6,5,10,0,3.0,3,2,0,1,0,0,1
3399,148.21,1.0,1,16.0,5,5,2,1,3.0,3,4,0,1,0,0,1
525,155.62,16.0,1,6.0,3,2,5,0,2.0,4,2,1,0,1,0,0
1717,165.4,8.0,1,15.0,4,4,10,0,0.0,4,2,0,1,0,0,1
2795,188.37,8.0,2,32.0,3,1,2,1,7.0,4,0,1,0,0,0,1
5204,191.51,23.0,1,12.0,4,3,4,0,3.0,1,2,0,1,0,1,0
1060,276.03,16.0,1,21.0,4,3,2,0,11.0,4,1,0,1,0,1,0
2448,164.39,21.0,3,22.0,3,3,9,0,7.0,4,2,1,0,0,1,0
4143,191.52,10.0,3,18.0,5,1,6,0,1.0,5,2,1,0,0,1,0
2064,141.63,20.0,3,10.0,3,1,2,1,7.0,4,2,1,0,0,0,1
2899,218.96,20.0,1,7.0,4,5,9,0,0.0,3,0,0,1,0,1,0
3909,154.74,3.0,1,16.0,4,3,11,0,3.0,3,4,1,0,0,1,0
1030,130.69,12.0,1,9.0,4,3,1,0,7.0,0,2,0,1,0,1,0
1381,126.83000000000001,13.0,3,9.0,4,3,2,1,2.0,5,3,0,1,0,1,0
4468,181.6,31.0,1,7.0,6,3,4,1,3.0,4,2,0,1,0,1,0
3485,191.94,11.0,3,17.0,5,2,4,1,1.0,4,2,1,0,0,1,0
3469,149.61,15.0,1,11.0,4,3,11,1,8.0,4,4,0,1,1,0,0
2625,140.71,10.0,2,14.0,3,4,3,0,7.0,6,2,0,1,0,1,0
3726,162.22,1.0,1,9.0,4,1,8,1,3.0,4,4,0,1,1,0,0
4316,186.32,25.0,1,14.0,5,3,4,0,1.0,3,2,0,1,0,1,0
4115,37.0,7.0,1,22.0,4,1,2,1,2.0,3,2,1,0,0,1,0
4865,203.8,13.0,3,9.0,2,3,2,0,8.0,4,0,0,1,0,0,1
2977,182.45,12.0,1,30.0,4,2,11,0,3.0,4,2,0,1,0,1,0
4386,152.93,11.0,3,11.0,4,1,6,0,9.0,5,4,0,1,0,1,0
3629,173.83,1.0,1,14.0,4,3,3,0,2.0,4,2,0,1,1,0,0
5156,182.69,1.0,3,17.0,5,1,3,1,5.0,5,2,1,0,0,1,0
5066,150.85,8.0,1,27.0,2,3,2,0,1.0,1,4,1,0,0,1,0
2785,151.31,9.0,1,10.0,3,4,8,0,2.0,4,2,1,0,0,1,0
1760,123.50999999999999,0.0,3,14.0,5,3,1,0,0.0,5,3,1,0,0,1,0
5553,166.05,1.0,3,16.0,4,1,3,0,8.0,5,2,0,1,0,0,1
1801,215.57,4.0,3,13.0,4,1,10,0,0.0,4,0,0,1,0,1,0
17,157.44,0.0,3,11.0,4,3,2,1,3.0,5,2,0,1,0,0,1
5258,165.69,14.0,1,15.0,4,1,5,1,3.0,4,2,0,1,0,1,0
1120,121.44999999999999,0.0,2,16.0,3,1,1,0,1.0,0,3,0,1,0,1,0
679,268.85,21.0,1,6.0,1,2,3,0,1.0,3,1,0,1,0,0,1
2803,129.77,8.0,1,7.0,5,1,2,0,1.0,4,3,1,0,0,1,0
3196,219.34,11.0,1,10.0,4,3,3,0,0.0,6,0,0,1,1,0,0
3418,232.39,28.0,1,24.0,4,3,10,0,9.0,2,0,1,0,1,0,0
2293,219.16000000000003,3.0,1,23.0,3,5,2,1,0.0,3,0,1,0,0,1,0
2979,158.1,2.0,1,15.0,4,2,3,0,3.0,4,4,1,0,0,0,1
4966,229.45,26.0,1,6.0,4,4,9,0,0.0,4,0,0,1,0,0,1
5294,151.9,9.0,1,14.0,5,1,3,0,2.0,4,4,0,1,0,1,0
1253,150.87,15.0,3,18.0,3,1,4,1,0.0,5,2,0,1,0,1,0
3609,230.12,31.0,1,25.0,4,2,8,0,0.0,3,0,0,1,0,0,1
2806,208.54000000000002,13.0,3,34.0,4,5,5,1,0.0,5,0,0,1,0,1,0
4994,182.14,8.0,3,16.0,4,3,3,0,4.0,4,2,1,0,0,1,0
4213,223.84,9.0,1,18.0,5,5,4,1,0.0,3,0,0,1,0,1,0
1817,164.47,10.0,1,6.0,3,4,7,0,3.0,4,2,1,0,0,1,0
3142,173.05,19.0,3,9.0,4,4,2,0,8.0,6,2,0,1,1,0,0
2605,127.18,5.0,1,11.0,3,4,3,0,7.0,1,3,0,1,0,0,1
2079,124.50999999999999,0.0,1,14.0,5,5,2,0,1.0,4,3,0,1,0,1,0
2030,142.94,0.0,3,6.0,4,5,2,0,7.0,3,2,0,1,0,0,1
3342,201.42,11.0,3,26.0,4,4,3,1,10.0,3,0,0,1,0,0,1
5012,156.31,3.0,1,13.0,4,1,3,0,9.0,3,4,1,0,0,1,0
4484,182.75,4.0,1,35.0,4,1,3,0,10.0,3,2,1,0,0,1,0
3147,143.78,1.0,3,12.0,4,4,3,1,1.0,5,4,0,1,0,0,1
621,299.73,14.0,1,13.0,5,3,2,0,10.0,4,5,1,0,0,1,0
4490,177.57,17.0,1,17.0,5,3,3,0,1.0,4,2,1,0,0,1,0
39,125.66,0.0,1,14.0,4,3,2,1,1.0,0,3,0,1,0,1,0
1134,152.94,0.0,1,22.0,1,3,4,0,7.0,4,2,0,1,0,1,0
83,148.76,13.0,1,15.0,4,2,10,0,2.0,4,2,0,1,1,0,0
2367,135.0,10.0,1,11.0,1,3,1,0,3.0,1,3,0,1,0,0,1
4582,150.64,1.0,2,9.0,5,1,3,0,1.0,1,4,0,1,0,0,1
4503,207.68,3.0,3,17.0,5,4,3,1,8.0,5,2,1,0,0,1,0
1056,239.66000000000003,22.0,1,12.0,4,3,3,1,12.0,4,1,1,0,0,1,0
4515,177.96,1.0,3,7.0,4,3,3,0,8.0,4,2,0,1,0,1,0
2500,130.69,12.0,1,9.0,4,3,1,0,7.0,0,2,0,1,0,1,0
4249,221.19,10.0,3,16.0,5,1,3,0,0.0,3,0,0,1,0,0,1
5435,256.16,25.0,1,10.0,4,3,4,0,3.0,2,0,1,0,0,1,0
2167,140.33,7.0,1,8.0,3,3,3,0,2.0,4,2,0,1,0,0,1
1486,134.52,18.0,1,35.0,3,1,6,0,3.0,0,3,0,1,0,0,1
2015,123.18,0.0,1,14.0,3,3,2,0,0.0,4,3,1,0,0,0,1
678,129.79,7.0,1,9.0,4,2,4,0,0.0,4,3,0,1,1,0,0
400,145.77,0.0,3,9.0,3,3,10,0,0.0,4,2,1,0,0,0,1
4257,167.21,2.0,3,11.0,4,3,3,0,5.0,3,2,0,1,0,1,0
2294,145.34,12.0,1,24.0,3,3,1,0,7.0,4,2,0,1,0,0,1
4565,165.31,1.0,1,10.0,4,5,7,0,3.0,3,4,0,1,0,1,0
1401,190.69,8.0,3,5.0,3,5,2,0,8.0,4,0,0,1,0,1,0
2948,152.23,25.0,1,7.0,4,2,3,0,1.0,4,4,0,1,1,0,0
2955,191.44,3.0,3,9.0,5,4,4,0,1.0,3,2,0,1,1,0,0
4290,172.39,17.0,1,35.0,2,3,6,0,3.0,3,4,1,0,0,0,1
5616,181.89,9.0,1,25.0,4,3,3,1,3.0,4,2,0,1,0,1,0
5443,145.44,2.0,1,8.0,4,1,3,0,4.0,4,4,0,1,0,1,0
1461,216.31,7.0,1,11.0,4,5,3,0,0.0,3,0,1,0,0,0,1
205,152.57,16.0,1,16.0,4,3,2,0,0.0,4,2,1,0,0,1,0
1604,134.79,0.0,1,35.0,4,4,1,0,4.0,3,3,0,1,0,0,1
5404,174.68,4.0,1,9.0,5,5,2,0,8.0,1,4,1,0,0,0,1
5209,178.01,4.0,3,23.0,4,3,10,0,3.0,4,2,0,1,0,1,0
4227,222.24,19.0,1,14.0,4,5,4,0,0.0,4,0,0,1,0,1,0
4006,181.75,17.0,3,9.0,4,1,3,0,8.0,4,2,0,1,0,1,0
2177,157.31,10.0,1,31.0,4,1,8,0,3.0,3,2,1,0,0,1,0
376,120.83000000000001,0.0,1,9.0,3,3,2,0,0.0,0,3,1,0,0,1,0
2531,145.81,0.0,3,18.0,3,1,4,1,7.0,6,2,0,1,0,0,1
3276,151.94,1.0,1,16.0,5,4,3,0,1.0,4,4,0,1,0,1,0
3998,179.05,12.0,3,9.0,6,1,4,1,4.0,5,2,1,0,0,1,0
2377,136.46,2.0,1,8.0,4,5,3,1,0.0,4,4,1,0,0,0,1
4448,148.73,1.0,1,23.0,4,4,4,1,3.0,3,4,0,1,0,1,0
1460,174.28,10.0,3,9.0,3,1,3,0,3.0,4,0,0,1,0,0,1
1722,125.43,9.0,1,14.0,3,3,5,0,2.0,4,3,1,0,0,1,0
2302,135.44,13.0,1,22.0,3,3,10,0,0.0,4,3,0,1,0,1,0
3643,148.62,8.0,1,10.0,4,5,6,0,3.0,4,4,0,1,1,0,0
2631,133.77,13.0,1,8.0,3,5,5,0,2.0,4,3,1,0,0,1,0
4605,293.35,29.0,3,25.0,4,4,5,0,9.0,4,1,1,0,0,0,1
